Description,Product Group
MPB-19 SCREW 4.2X19 PAN SELF,Consumables
M10 nut,Consumables
AB-50x50x4-M6 SS ,Electrical Components
OE FC-IN-M10/10 SS,Cables
OE/LOE100 EP-SI PVC,Cables
OE100/Mekano LF-82 SS,Cables
"Strips internal grooves, 100.0x2.45mm Blue 100 UNI ✓",Consumables
VOLVOLIST 14X8MM SS316 STAINLESS STEEL,Cables
TC-C5M SECOR CLIPS 10-14 HVIT (Set of 100),Consumables
Cable and pipe clamp DKS 8-28 White ✓,Consumables
Cable and pipe clamp DKS 6-20 White ✓,Consumables
BELT HEALTHY STRETCH,PPE
MB4A SORT FESTESOKKEL,Electrical Components
"WASHER M8 8,4X24X2 ELS",Consumables
"MLT2S-CP316 201X4,6 STRIPS SYF",Electrical Components
"MLT4H-LP316 362X7,9 STRIPS SYF",Electrical Components
"STRIPS SORT T150M 533X8,9MM",Electrical Components
MBT20H STEEL BAND L521MM W7.9MM,Electrical Components
42 FZS KONSOLLKLAMMER,Consumables
MOUNTING PLATE MP739 S W/HOLE,Electrical Components
Ceiling pendant MP-V Varmf 0.75m MP-967Z,Consumables
Ceiling pendant MP-V Varmf 1m MP-968Z,Consumables
WALL MOUNT MP753 S 200MM,Electrical Components
Wall bracket KL 300mm Sendz MP-754S,Consumables
BOLT NUT MP937 E M8X16MM INSIDE,Consumables
MOUNTING PLATE MP955 S W/HOLE,Electrical Components
KHZSP-200 4M FZS KABELSTIGE,Electrical Components
2/300 TAKPENDEL FZV,Consumables
22S FZV 8X16 SKRUESATS,Consumables
24/34 PENDELSKINNE L=3.0M FZV,Consumables
35S FZS ARMATURPLATE,Consumables
22 AVVINKLING,Consumables
28 ENDEPLUGG ORANGE PL,Consumables
21 FZV SKJØTELASK WIBE,Electrical Components
3/200 FZS BÆREJERN,Consumables
FISHER CHANNEL / RAIL NUT M8 ELZ (electro-galvanized),Consumables
"Pipe clamp FRS w/damping rubber, A2 stainless, fischer",Pipes Shrinks Clamps
BO-HX-M10x35 A4,Consumables
NU-HX-M10 A4 ,Consumables
WA-Ø25x1.5-M6 A4,Electrical Components
WA-Ø16x1.6-M8 A4,Consumables
LB-SET-LN-AV-HN-M10x50 A4L ,Electrical Components
LB-SET-LN-AV-M10x25 A4,Consumables
OE100 CL-150-3000 SS,Cables
OE100 CL-450-3000 SS,Cables
OE100 CL-600-3000 SS,Cables
OE100 CL-900-3000 SS,Cables
OE100 RI1-MO-300 SS,Electrical Components
OE100 RE-Z-150 SS,Cables
OE100 RE-Z-300 SS,Electrical Components
OE/LOE100 HI-VE-NO SS,Cables
Mekano 100-1 ST-BO-Z-FoS SS,Cables
AB-55x55x4-M10 SS,Cables
OE100 LF-30/60 SS,Cables
BRACKET FOR JUNK.BOX OT-JB SS,Cables
SPBE40 CT-50-3000-1.5 SS,Electrical Components
SPBE40 CT-100-3000-1.5 SS,Cables
SPBE40 CT-150-3000-1.5 SS ,Electrical Components
SPBE40 CT-200-3000-1.5 SS,Cables
SPB-RF40 CT-50-3000-1.5 SS,Cables
SPB-RF40 CT-100-3000-1.5 SS,Cables
SPB-RF40 CT-150-3000-1.5 SS,Electrical Components
SPB-RF40 CT-300-3000-1.5 SS,Electrical Components
SPB-RF40 FE90-100-R75 SS,Electrical Components
SPB-RF40 FE90-150-R75 SS,Electrical Components
SPB-RF40 FE90-200-R75 SS,Cables
SPB-RF40 FE45-50-R75 SS,Cables
SPB-RF40 FE45-100-R75 SS,Electrical Components
SPB-RF40 FE45-150-R75 SS,Electrical Components
SPB40 RI-FX-50 PT SS,Cables
SPB40 RI-FX-100 PT SS,Cables
SPB40 RI-FX-150 PT SS,Cables
SPB40 RI-FX-300 PT SS,Electrical Components
SPB-RF40 TE50/50-R75 SS ,Cables
SPB-RF40 TE100/100-R75 SS,Cables
SPBE/CH4 SS Splice box with lugs to counteract bending,Cables
JOINT PLATE SPB SS,Electrical Components
SPBE40 SA-HO-90 SS,Cables
"""ETIN-D TC-IM1/2""""-BM-GY SS/PA""",Electrical Components
"""ETIN-D AD-IM3/8""""-GY PA""",Electrical Components
"""ETIN-D AD-IM1/4""""-GY PA""",Electrical Components
ETIN-D TC-ME12-BM-WH SS/PA,Cables
ETIN-D AD-ME10-WH PA,Cables
ETIN-D AD-ME8-WH PA,Electrical Components
ETIN-D TP-TC-WH SS/PA,Cables
ETIN-D TB-SET-LV1-M6x40 A4,Cables
ETIN-D TB-SET-LV2-M6x65 A4,Cables
SPBE40 FE-TI-90-100 SS,Electrical Components
SPBE40 FE-TI-90-150 SS,Electrical Components
SPBE40 SA-VE-90 SS,Cables
OE/SPB IF-SI-ETIN-M6/10 SS,Cables
SP-LF-Ceag-Ø25 PT SS,Cables
SPB-RF EP-O EPDM,Electrical Components
FI-LW-30-3000-5-M6 SS,Cables
FI-LW-40-3000-5-M6 SS,Cables
LN-AV-FL-M10 A4,Electrical Components
WA-SG-Ø12x1.6-M6 SS,Cables
WA-SG-Ø15x2.0-M8 SS ,Consumables
LB-SET-LN-AV-M6x12 A4L,Electrical Components
FI-LW-40-3000-6-M10 SS,Cables
PHS-T30-M6x20 A4,Cables
PHS-T30-M6x30 A4,Electrical Components
Channel Mekano CH50-2T-1.5-3000 SS,Cables
Mekano CH100-2T-3-MD-3000 SS,Cables
Mekano CH100-2T-2-5900 SS,Cables
Mekano 100-Q ST-BO-240-C SS,Electrical Components
Mekano 100-Q ST-BO-240-A SS,Cables
PL-GI 50x1200x3 PTFE,Cables
OE100 FC-4xM10 SS,Cables
Mekano 50-2T SC SS,Cables
"UB-SQ-SHS-80-M10 A4 61.00 325,650.00",Consumables
"UB-SQ-SHS-100-M10 A4 61.00 72,540.00",Consumables
TAPE-GI-20-10m PTFE,Consumables
TAPE-GI-50-10m PTFE,Consumables
SB-FoS-Z-35x3000 SS,Cables
OE100 FE30-900-R600 SS,Cables
OE100 FE45-450-R600 SS,Cables
OE100 FE45-600-R600 SS,Cables
OE100 FE90-300-R600 SS,Cables
OE100 FE90-600-R600 SS,Cables
OE100 FE90-900-R600 SS,Electrical Components
TSC-BH65 SKRUE 4.2X65 M/SKIVEH,Consumables
PD-C 360/32 BMS DALI-2 - EP10424885 ✓,Consumables
White double frame,Electrical Components
Banana Plug Insulated With Screen 4mm Brass Nickel 1kVAC 1kVDC 24A Screw Clamp Blue,Electrical Components
Pipe bend 90° SB W FT unthreaded outside,Pipes Shrinks Clamps
"Joint sleeve SV W FT, unthreaded FZV M20 OUTSIDE",Electrical Components
"Joint sleeve SV W FT, unthreaded FZV M25 OUTSIDE",Electrical Components
SVMS Heat Shrink Sleeve Set 4x95-150mm² AL/CU with Screw Sleeve,Pipes Shrinks Clamps
CEE Intermediate 32A 5P IP44,Electrical Components
CEE Intermediate 63A 5P with gland IP44,Electrical Components
"CEE Stikprop NEO 32A 5P, IP54, med skrueklemme",Electrical Components
CEE Plug 63A 5P IP44,Electrical Components
Screw sleeve D35-150 mm² AL/CU,Electrical Components
CEE Plug 16A 3P IP44,Electrical Components
FLEX PIPE 20MM HF GREY R100,Cables
KRB-60-100 L=3000 XPG MEKA,Cables
KRB-60-200 L=3000 XPG MEKA,Cables
RDP-90 PG ,Consumables
"FXQ Easy 5G10 Halogen Free Cable, Eca, T500",Cables
"Starter capacitor 63-80UF 330V Ø46 x 98 mm, with bracket",Cables
ABL Triple Coupling Solid Rubber IP44 250V Black - 1473-292 ❌,Electrical Components
AUXILIARY CONTACT BLOCK 1SL+1BR - VZ7 ✓,Electrical Components
RSS-60-100 XPG Joint MEKA,Cables
RSS-60-200 XPG,Cables
SE41701 TILSTEDEV PIR 360GR,Lighting
"Stabil D-3G w/ Lining - 196 - 203 40 x 4.0 1/2""/M16/M12 ✓",Consumables
White Single socket outlet with grounding,Electrical Components
VEGGUTTAK KOMPAK 16A 2P+J 230V,Electrical Components
CEE - Panel mount outlet 463-6 IP67 ✓,Electrical Components
CEE - Wall mount. Outlet 363-9 IP44 ✓,Electrical Components
CEE Extension Connector 63A 6H IP44  PowerTop Xtra ,Electrical Components
CEE Extension Connector 432-6 IP44 QC,Electrical Components
"Hauge Socket 216-6 IP44 QC 16A, 2P+PE ✓",Electrical Components
CEE - Plugg 363-6 IP67 Skru ✓,Electrical Components
CEE - Extension Connector 363-6 IP67 Screw ✓,Electrical Components
CEE - Socket slanted 216-6 IP44 QC MF ✓,Electrical Components
CEE External wall socket 32A 5P 6H 400V IP44 screwless on base,Electrical Components
CEE - AM-TOP 632-6 400V IP44 ❌,Electrical Components
"CEE Plug 32A 5P, 6H, 400V, IP54, Powertop Xtra",Electrical Components
"CEE Intermediate 32A 5P, 6H, 400V, IP54, Powertop Xtra",Electrical Components
CEE SKJKONT 5P 63A 400V 6H IP67 ✓,Electrical Components
CEE External wall socket 16A 5P 6H 400V IP44 screwless on base,Electrical Components
"CEE - PLUG 400V,3P+N+J, 4125-6 ❌",Electrical Components
PCE - WALL SOCKET 230V 232-6 IP44 ❌,Electrical Components
"CEE Plug 16A 5P, 6H, 400V, IP54, Powertop Xtra",Electrical Components
"CEE Intermediate 16A 5P, 6H, 400V, IP54, Powertop Xtra",Electrical Components
STØPSEL 100000039 GUMMI,Cables
WAGO 770-6223 T-BRANCH 3P,Consumables
WAGO 771-9993/007-301 KABEL.3M,Consumables
WAGO 771-9993/007-501 CABLE.5M,Electrical Components
CEE - IPS E&S AVS 232RS6 STIKK IP44 ✓,Electrical Components
CEE - Extension connector 316-6 IP 44 ❌,Electrical Components
CEE - Round pin recessed 416-6 IP44/IP54 400V ❌,Electrical Components
White Single socket with cover IP44,Electrical Components
Fixing Bracket MW S 60/40/90°,Consumables
STRETCH TROUSERS 1587 1512 C52 BLÅKLÄDER,PPE
"Fuse glass 5x20 250V K0,315A ✓",Electrical Components
Cylinder fuse 10x38mm 2A Eaton ✓,Electrical Components
Cylinder fuse 10x38mm 6A Eaton ✓,Electrical Components
IC60 RCBO 2P 10A C 30MA JFA,Electrical Components
IC60 RCBO 2P 16A C 30MA JFA ✓,Electrical Components
IC60 RCBO 2P 15A C30MA JFA NEK,Electrical Components
iC60 RCBO 3P16AC 30MA JFA 230V - A9D17316 ✓,Electrical Components
iC60 RCBO 3P20AC 30MA JFA 230V - A9D17320 ✓,Electrical Components
iC60 RCBO 4P 25A B 30MA JFA - A9D87425 ✓,Electrical Components
iC60 RCBO 4P 32A B 30MA JFA - A9D87432 ✓,Electrical Components
"Alarm contact iSD, iC60 - A9A26927 ✓",Electrical Components
Jf.mod Vigi iC60H 4P 63A 30mA A - A9W21463 ✓,Electrical Components
A9 iOF 1OC 2-100mA AC-DC - A9A26914 ✓,Electrical Components
Fuse Ceramic 6x32mm 500V K 2A ✓,Electrical Components
Vigi iC60 - earth leakage add-on block - 2P - 25A - 300mA - A9V54225 ✓,Electrical Components
PKPM2-16/2/C/003-A JORDFEILAUT,Electrical Components
LOCKOUT PADLOCK YL LIKE KEY,Consumables
"SIKRING CATRIDE 10,3X38/10A",Electrical Components
Aut.sikr iC60H 3P 16A/B - A9F06316 ✓,Electrical Components
Aut.sikr iC60H 3P 25A/B - A9F06325 ✓,Electrical Components
AUT.SIKRING IC60H 4P 16A/B,Electrical Components
AUT.SIKRING IC60H 4P 6A/C,Electrical Components
Aut.sikr iC60H 4P 20A/C  - A9F07420 ✓,Electrical Components
Aut.sikr iC60H 4P 25A/C - A9F07425 ✓,Electrical Components
AUT.SIKRING IC60H 4P 50A/C,Electrical Components
iC60L - Circuit breaker - 4P - 10A - C-curve - I2=1.3 - A9F94410 ✓,Electrical Components
Aut.sikr iC60L 4P 32A/C - A9F94432 ✓,Electrical Components
"""Cap 1""""OD""",Electrical Components
"Cap 1""OD",Consumables
"""Blanking Plug 1""""OD""",Electrical Components
"Union Tee 1"" OD",Consumables
"""Male Connector 1"""" OD x 1/2""""NPT  M""",Electrical Components
"""Union, 1""""OD""",Electrical Components
"Connector 1/""OD x 1-5/16-12 JIC  M",Electrical Components
ISOLATOR ELIT TP 45M10 ,Cables
SWITCH 500W SICURO 230V ❌,Electrical Components
MUREVA MINI IP65 4 MOD,Electrical Components
IRONFLAG LG230 20M Beghelli ❌,Consumables
MASKING TAPE BLUE 30MM X 50M,Consumables
MASKING TAPE BLUE 24MM X 50M,Consumables
NYLON TAPE BMP21 19 MM B/W 110895 BRADY,Consumables
TFN31 6.0/2.0MM CRIMP BLACK 30M,Consumables
TFN31 9.0/3.0MM CRIMP BLACK 30M,Consumables
TFN31 39/13MM CRIMP BLACK 30M,Consumables
Heat-Shrink TFN31 3.0/1.0MM GG 30M HELLERMANN TYTON,Consumables
Heat-Shrink TFN31 9.0/3.0MM GG 30M HELLERMANN TYTON,Pipes Shrinks Clamps
TFN31 18.0/6.0MM CRIMP GG 30M,Consumables
TFN31 39.0/13.0MM CRIMP GG 30M,Consumables
"Heat-Shrink TFN31 24,0/8,0MM BLUE 30M HELLERMANN TYTON",Pipes Shrinks Clamps
Heat-Shrink TFN31 39/13MM BLUE 30M HELLERMANN TYTON,Consumables
"Heat-Shrink TFN31 12,0/4,0MM RED 30M HELLERMANN TYTON",Pipes Shrinks Clamps
Heath-Shrink HellermanTyton 309-61129 - TFN21 50.8/25.4mm White 30m - Hellerman,Pipes Shrinks Clamps
Gas cylinder 445 Hot air gun,Consumables
Bracket AK 41/41 HCP ✓,Consumables
Norgesplaster Universal Strips 50 stk,Electrical Components
Sock Elis Elektro 10mm red SRG725 ✓,Pipes Shrinks Clamps
Sock Elis Elektro 10mm black SRG725 ✓,Pipes Shrinks Clamps
Sock Elis Elektro 10mm Gray SRG725 ✓,Pipes Shrinks Clamps
Sock Elis Elektro 10mm blue SRG725 ✓,Pipes Shrinks Clamps
GLOVE WELDING GUIDE 259 OX 10,PPE
GLOVE WELDING GUIDE 259 OX 8,PPE
130C RUBBER TAPE 19MMX9M,Consumables
Heat-Shrink Tube KRYMPEFLEX 25/8 mm Black ✓,Pipes Shrinks Clamps
Heat-Shrink 9/3 MM Y/G Nortelco,Pipes Shrinks Clamps
30M Heat Shrink Black,Pipes Shrinks Clamps
Heat-Shrink tubing 115/34 mm w/ adhesive Black MELBYE ✓,Pipes Shrinks Clamps
KRYMPESLANGE SORT 9/3MM U/LIM,Electrical Components
Heat-Shrink 18/6 MM Blue MELBYE  ✓,Pipes Shrinks Clamps
ELETRICAL TAPE BLACK (MELBYE),Consumables
TAPE HVIT PVC,Consumables
TAPE WHITE (MELBYE),Consumables
TBO CC41 M8X20 SpeedNut ✓,Consumables
Motorola Talkabout T92 H2O (2-pack) walkie-talkie,Tools
Block PBH 41 Mirror Channel Nut M8 (SIKLA),Consumables
Block PBH 41 Mirror Channel Nut M10 (SIKLA),Consumables
Block PBH 41 Mirror Channel Nut M12 (SIKLA),Consumables
Intercompany Fee,
nVent RAYCHEM Elexant 5010i,Electrical Components
"Insulated end sleeve 2,5x18 Blue",Cables
Cable Shoe - KRT185-12 - 7301-278700 -  Elpress ✓,Pipes Shrinks Clamps
Insulated double end sleeve 1.5x8,Consumables
DRILL 750X,Tools
Brida nylon 6.6 natural 2.5x98 - Lapafil - 8428669201026 ❌,Consumables
EXTENSION SLEEVE CU UISOL KS 2.5,Consumables
KR 0.75-3 PRESSKABELSKO CU,Electrical Components
KR 1.5-4  PRESSKABELSKO CU,Electrical Components
KR 2.5-5 PRESS CABLE LUGS CU,Electrical Components
KR 4-5 PRESS CABLE LUGS CU,Electrical Components
KR 6-5 PRESS CABLE LUG CU,Electrical Components
Cable Shoe KRF 50‑12 CU (abiko),Cables
END SLEEVE 0.75MM2 WHITE,Consumables
END SLEEVE 1.5MM2 RED,Consumables
END SLEEVE 4.0MM2 GREY,Consumables
END SLEEVE 16.0MM2 GREEN ✓,Consumables
ISOL.END SLEEVES 2.5 BLUE 100PCS,Electrical Components
0.75 TWIN INSULATION END SHEATH,Consumables
1.5 TWIN INSULATION END SHEATH,Consumables
ISOL. END SLEEVE LARGE INSULATION,Consumables
"END SLEEVE ST ISOL 1,5MM2 RED",Consumables
Screw joint sleeve 1kV 1.5-16mm² ✓,Consumables
C-Press YC120C070 95-120/95-120mm2 - Amokabel ✓,Pipes Shrinks Clamps
C-Press YC120C070 95-120/10-70mm2 - Amokabel ✓,Pipes Shrinks Clamps
S4/S8 BFOU(C) M 250V GY 12PR x 2.5mm²,Cables
"Zebra OneCare Essential for MC33, 3 years",Services
EAR PLUG EAR YELLOW NEON (500),Consumables
M10 large washers (arvid),Consumables
LUNA MASKINSKRUVSTYCKE 20872-120,Tools
Heat-Shrink WKK 24/8 mm Blue ✓,Pipes Shrinks Clamps
Heat-Shrink WKK 38.1/19MM Black ✓,Pipes Shrinks Clamps
PURESIGN 150 TEC-GP SP1-E001-L WH - Zumtobel ❌,Consumables
Heat-Shrink WKK 50.8/25.4MM Y/G ✓,Pipes Shrinks Clamps
PIPE BENDS ERCOLINA TB 60PT-1 3PH 400V TC PLUS,Tools
X-BT-ER Stainless steel threaded bolts,Consumables
TX-BT 4.7/7 Step Drill,Tools
TECTON TE WH ❌,Electrical Components
CROSSIGN 110 SP2-E002-LR - Zumtobel ❌,Consumables
TECTON TE 500 WH ❌,Lighting
Rod Driver TE-Y PD Ground Hilti,Tools
CEE-connector 32A 3p 4h IP44 SHARK ✓,Electrical Components
HÅNDVERKSBUKSE PARVOTEX SP KL.1 MARINE/GUL,PPE
CROSSIGN 110 P safety sign SP - Zumbotel ❌,Consumables
CROSSIGN 160 SP2-E002-UP - Zumtobel ❌,Consumables
Room sensor Humidity / Temperature ❌,Electrical Components
M12™ HAMMERVAC™ Universal Dust Extractor,Tools
BATTERY GP BUTTON CELL 1.5V LR44/A76,Tools
Threaded Stud S-BT-MR M8/15 SN,Electrical Components
Threaded Stud S-BT-MR M10/15 S,Cables
Electrical Connector S-BT-ER HL,Electrical Components
Threaded Stud S-BT-ER M10 HC 1 ,Electrical Components
Step drill TS-BT 5.3-65 S,Tools
Stud holder S-SH BT M10/W10,Cables
MOTION CRAFTSMAN PANTS FS KL.1 G/SO D104,PPE
MOTION CRAFTSMAN PANTS FS KL.1 G/SO D112 ✓,PPE
MOTION CRAFTSMAN PANTS FS KL.1 G/SO C58,PPE
Electric Hammer TE 3000-AVR Heavy Demolition HILTI,Tools
SPACER BOLTS 50MM,Consumables
Prefab. Tilk. Horisontal NSX250/LGY 4P P - SCHNEIDER  ✓,Consumables
M10 conical washers,Consumables
COPPER LINE 240-500-M10/12 - ULTRAFLEX ✓,Pipes Shrinks Clamps
Hammer Drill TE 60-22 Cordless Rotary  Hilti,Tools
"Electric PanelSeT S3D Series Steel Wall Box, IP66, IP67 Schneider - NSYS3D6420P",Electrical Components
Angle Bracket 70 70 2 hole - 45º - Zync - M8,
CABINET 3902 MOD.BOX 4M IP65,Electrical Components
Lock nut M6 A4-80,Consumables
TEF10581616 Junction box for heat tracing for pipe mounting explosion-protected,Electrical Components
Support Angle Wibe - 90º - 130/130 - ZYNC,
BUKSE FR HV HL GU/MA KL2 62,PPE
263-2 NEO CARP TROUSERS SP Y/B-56,PPE
TEF9179228 Connection Kit Wall Mounting for all Raychem Cables 5x11/5x15 - w/Ter,Electrical Components
MANAGED SWITCH FL SWITCH 2206-2FX SM ✓,Electrical Components
Falling block Kratos Helixon Edge,Tools
"INSULATED END SLEEVE 2 1,5x8 Red",Consumables
9-PINS D-SUB KONNEKTOR HAN,Electrical Components
Cable protection tube 23mm,Electrical Components
KR Cable Shorting Device 95,Cables
KR Cable Shorting Device for 150–240 mm²,Cables
CMP-787D Adaptor NB M20-M20,Electrical Components
RND RND 315 Switched Mode DIN Rail Power Supply ✓,Electrical Components
Bahco wire winding pliers max. 1.04 mm wire 236 mm,Tools
CABLE PROTECTION END PLUG Ø28mm,Electrical Components
TRANEMO WORKWEAR SWEATSHIRT FR 5085 - GUL/NAVY - STR XL,PPE
"C-sleeve C95-120, 25-185/175-240 mm²",Cables
"SIGMA WIDE Multi 1:5000 Biometric Identification, NFC, MIFARE & DESFire Card Reader ❌",Electrical Components
Impact piece hardened steel ELITE DH58,Electrical Components
Ground spike ELITE 1.5M58KT254,Cables
Ground spike ELITE JSK30M142KT254,Cables
Handles for the the welding molds ELIT L160-C-E-Q-R,Tools
Sealing putty for welding molds ELITE T403,Consumables
Welding form T branch wire ELIT TAC-Y6-150g-L160,Cables
Welding metal ELIT 150F20PLUS-dark blue,Consumables
Tool set ELITE TSCSTP,Tools
Welding metal ELIT 250F20PLUS-purple,Consumables
Welding mold ELIT GTC16-Y6-150gL160,Consumables
Allen Screw A2 M8x30,Consumables
Jordingsboss i  316L Ø50mm M10  ELIT JB50-M10SS,Electrical Components
WORKSHOP CABINET 2000X1020X540GBH,Consumables
WORKSHOP CABINET NC 730 GREY/BLUE,Consumables
PALLET STACKER SFH10 2.5M,Consumables
FBS 3-4 - Plug-in bridge,Electrical Components
Banana Plug Insulated With Screen 4mm Brass Gold 1kVAC 1kVDC 24A Screw Clamp Black,Electrical Components
Roof plate TP20 LS 3M 0.50 black,Electrical Components
Roof plate TP20 LS 4M 0.5 black,Electrical Components
"Package weight 60 kg, division 50 g",Tools
Safety Glasses X-FIT EXC Clear,PPE
SCREW SET FOR HELMET VISOR,Consumables
Harness Tie Tag - Yellow ,Consumables
Multimat Box 2X3 Gang Depth 50,Tools
"Raychem MONIPT100260/10 6x ca50mm sensor tip Tempsensor w/10 meter D4,5mm PTFE Cable M16 Gland",Electrical Components
Raychem C2521 Connection Kit Heat Shrink M25,Consumables
CMP-40A2F100 gland NB M40 Pack,Cables
CMP-32LA2F100 gland NB M32 Pack,Cables
WAVE 1200 42W LED 3000K,Lighting
A70-S410 LED 2800 DALI 830 - A70213301,Lighting
WELD SLEEVES GAP,PPE
Heat-Shrink HellermannTyton 12.0/4.0MM Blue 1808751,Pipes Shrinks Clamps
Switch Box - 1x16Amp 2P-Safety Switch - ON-OFF for 1x Heat Trace Cable,Electrical Components
"TEF 1058, Size 15 Electropolished with PE-busbar & Din-rai",Electrical Components
"TEF 1058, Size 20 Electropolished with PE-busbar & Din-rail",Electrical Components
AFDÆKNINGSTAPE 80GR C 50MMX50M AFD. TAPE 130 MY BYGNINGSMALING,Consumables
Locking claw HK 41/12 ELZ (BA),Consumables
Channel nut M12 w/spring washer NT CC 41 HCP,Consumables
LK FUGA Airtight End cap for 20 mm flexible conduit ( Existing),Cables
368033 - T-CTV Flow meter cable (5 Pair),Cables
Rotator PN: 368034 T-CTV Power cable (1 pair),Cables
368035 T-CTV communication cable (2 pair),Cables
SENSOR SURFACE CEILING IP65 1000W (BA-LINK),Consumables
Cross clamp MV Ø8-12 unh. steel,Pipes Shrinks Clamps
Krydsklemme Maxi MV Ø8-25,Pipes Shrinks Clamps
Metrel MI3143 Kortslutningsadapter 440V,Electrical Components
Metrel A1507 automatisk 3 faset adapter,Electrical Components
Metrel A1593 Kelvin krokodilleklemme ø35mm sort/rød,Cables
METREL MI3211 TERAOhmHP 10kV,Electrical Components
Hawke 390 Stopping Plug M20 Nick Pl,Electrical Components
Hawke 390 Stopping Plug M25 Nick Pl,Electrical Components
"Set of 4 wall fixing lugs, made of steel. For PanelSeT S3D enclosure ✓",Electrical Components
"""""""Hex Head Plug, 1/4"""""""" NPT M""""""",Tools
Hammer drill SDS-plus 4 cut 25X450mm,Tools
Hammer drill SDS-plus 2 cut 6X310mm,Tools
Abus Padlock 145/40 Silver,Tools
Abus Padlock 54TI/30,Tools
Slotted screw m6x12 black wurth ✓,Consumables
"THÜRMER TRAPPEBOR HSS STD NR2, 4-30 MM",Tools
"Light support tray 60x75x3000, St, FS",Cables
"MAXI MV clamps, St/brightMAXI MV clamps",Pipes Shrinks Clamps
Junction box Abox 025/2-L/w 87X152x52mm White IP66,Electrical Components
Lightning arrester Wall mount V2A Type C Base Support,
"Air-termination pole aluminium telescopic up to 5.35 m, for wall mounting",Lighting
CEE plug PTX 16A/5P/6H/400V/IP54,Electrical Components
Lightning Connection clamp Ø 25-100/Ø8mm ELIT LOTK34-3x25-10-50mm2,Pipes Shrinks Clamps
Ferrule AI 6 -12 GN,Cables
KNIFE BLADE ROUND TIP 2-11-987,Tools
"Washer M8 HDG din 125-1 st 14hv 8,4x16x1,6 ✓",Consumables
M6X12 ISO 7380 - 010.9 ZN hexagon socket button head,Consumables
6 ZN washer DIN 7349,Consumables
"SKINTOP GMP-GL-M 32x1,5 RAL 7035 light grey",Electrical Components
"SKINTOP GMP-GL-M 20x1,5 RAL 7035 light grey",Electrical Components
SKINTOP ST M32 lightgrey,Electrical Components
SKINTOP ST M20 lightgrey,Electrical Components
"WASHER  - 8.8 4X16X1,6 M4 - HDG ",Consumables
FR SWEATER L/E KL3 MAR/YELLOW 3XL,PPE
FR SWEATER L/E KL3 MAR/YELLOW M,PPE
"FLAME-RETARDANT, ARC-PROOF AND ANTISTATIC SWEATER CL. 3",PPE
Milwaukee Metal Drill HSSG TIN 6mm 10 pcs,Tools
Milwaukee Metal Drill HSSG TIN 8mm 5 pcs,Tools
Aluminum pipe 50x1.5 mm 6.0 m,Cables
ICT 40A 3NO 220...240 V 60Hz contactor,Electrical Components
KONTAKTOR ICT 40A 2NO230VAC,Electrical Components
Heat-Shrink tube 24/8 black with glue (1.22 meters),Pipes Shrinks Clamps
"Krympeflex Gul/Grøn 9,5-4,8 mm, uden lim, 5M",Consumables
Glossy Copper Cable 120 mm²,Cables
"Afumex 500 Plus 5G6 Halogen Free Cable, ECA, T500",Cables
"Afumex 500 Plus 5G10 Halogen Free Cable, ECA, T500",Cables
Rubber cable H07RN-F 3G2.5 mm² R50,Cables
CT1 Sealant white,Consumables
Arc-Flash Long Sleeve Size L ✓,PPE
Arc-Flash Long Sleeve Size M ✓,PPE
Arc-Flash Long Sleeve Size S ✓,PPE
Arc-Flash Long Sleeve Size XL ✓,PPE
Stripping knife 180 mm,Tools
"""""""IRIMO TOP 1/4"""""""" LANG 6-KANT 13MM""""""",Tools
ATS-In40A-230V-2P-LCD-Ith100A - TA10D2L0403TPE ✓,Electrical Components
Terminal Cover-ATS-2pcs for 160A Frame - TPISO31 ✓,Electrical Components
Auxiliary contact ATS-OFF/OFF position - TPSAUX33 ✓,Electrical Components
Displaymodul-reserve-ATS Active-LCD - TPCCIF01 ✓,Electrical Components
Modbusmodul-plug-inn for ATS Active - TPCCOM16 ✓,Electrical Components
